tag	current_zh	ja	en	post_count
youkoso_jitsuryoku_shijou_shugi_no_kyoushitsu_e	欢迎来到实力至上主义的教室	ようこそ実力至上主義の教室へ	Youjitsu	1531
young_sheldon	少年谢尔顿	ヤング・シェルドン	Young Sheldon	6
your_throne	以你之名	悪女的変身	To Be You For Just A Day	55
yousei_daisensou	妖精大战争	妖精大戦争	Yousei Daisensou	110
yousei_tanteisha	妖精探侦社	妖精探偵社	Yousei Tanteisha	5
yousei_teikoku	妖精帝国	妖精帝國	Das Feenreich	3
yozakura_kitan	夜樱姬谭	夜桜姫譚	Yozakura Kitan	31
yozakura_quartet	夜樱四重奏	夜桜四重奏	Yozakura Quartet	275
yozora_project	夜空 Project	夜空 Project	Yozora Project	2
ys	伊苏	イース	Ys	1264
yu-gi-oh!	游戏王	遊戯王	Yu-Gi-Oh!	44146
yu-gi-oh!_(toei)	初代游戏王	初代遊戯王	Yu-gi-oh! (toei)	101
yu-gi-oh!_5d's	游戏王5D's	遊戯王5D's	Yu-Gi-Oh! 5D's	3442
yu-gi-oh!_arc-v	游戏王arc-v	遊戯王ARC-V	Yu-gi-oh! Arc-v	2244
yu-gi-oh!_duel_monsters	游戏王：决斗怪兽	遊☆戯☆王デュエルモンスターズ	Yu-gi-oh! Duel Monsters	4564
yu-gi-oh!_gx	游戏王GX	遊戯王GX	Yu-gi-oh! Gx	4374
yu-gi-oh!_r	游戏王R	遊戯王R	Yu-gi-oh! R	13
yu-gi-oh!_sevens	游戏王SEVENS	遊戯王SEVENS	Yu-gi-oh! Sevens	562
yu-gi-oh!_vrains	游戏王VRAINS	遊戯王VRAINS	Yu-gi-oh! Vrains	898
yu-gi-oh!_zexal	游戏王ZEXAL	遊戯王ZEXAL	Yu-gi-oh! Zexal	1256
yu_yu_hakusho	幽白	幽遊白書	Yu Yu Hakusho	1323
yuan_zun	元尊	元尊	Yuan Zun	33
yucai_xianzong	育才仙宗	育才仙宗	Yucai Xianzong	1
yue_zhi_chao	月之潮	月の潮	Yue Zhi Chao	3
yueqian_luren	跃迁旅人	躍遷旅人	Yueqian Luren	1
yueying_bieshu	月影别墅	月影別墅	Yueying Bieshu	7
yujian_nishui_han	遇见逆水寒	遇見逆水寒	Yujian Nishui Han	6
yujie_shenji	御界神纪NEO	御界神紀NEO	Yujie Shenji	19
yukijirushi	雪印	雪印	Yukijirushi	252
yukimichi_(game)	雪道	ステッパーズ・ストップ	Yukimichi (Game)	1
yukinokan	雪野馆	雪野館	Yukinokan	2
yume_nikki	梦日记	ゆめにっき	YumeNikki	2902
yume_nisshi	梦日志	夢日誌	Yume Nisshi	103
yume_shokuin_to_wasureji_no_kuroi_yousei	梦职人与追忆的黑妖精	夢職人と忘れじの黒い妖精	Yume Shokuin To Wasureji No Kuroi Yousei	85
yume_tsushin	梦通信	夢通信	Yume Tsushin	14
yumeutsutsu_re:master	梦现Re:Master	夢現Re:Master	Yumeutsutsu Re:Master	169
yuri!!!_on_ice	冰上的尤里	ユーリ!!!onICE	Yuri on Ice	3211
yuri_fair	百合展	百合展	Yuri Fair	5
yuri_kuma_arashi	百合熊岚	ユリ熊嵐	Yuri Kuma Arashi	274
yurucamp	摇曳露营	ゆるキャン△	YuruCamp	5482
yuruyuri	摇曳百合	ゆるゆり	Yuru Yuri	8875
yuseiboushi_(eve)	游生梦死	遊生夢死	Yuseiboushi (eve)	7
yushenji	御神姬	御神姬	Yushenji	1
yushun_gekijo	优骏剧场	優駿劇場	Yushun Gekijo	1
yuuen_monogatari	悠远物语	悠遠物語	Yuuen Monogatari	1
yuugai_choujuu	有害超兽	有害超獣	Yuugai Choujuu	67
yuugai_shitei_doukyuusei	有害指定同级生	有害指定同級生	Yuugai Shitei Doukyuusei	7
yuukan_club	有闲倶乐部	有閑倶楽部	Yuukan Club	13
yuukan_madam_club	有闲夫人倶乐部	有閑夫人倶楽部	Yuukan Madam Club	8
yuuki_yuuna_wa_yuusha_de_aru	结城友奈是勇者	結城友奈は勇者である	Yuuki Yuuna Is A Hero	1660
yuukoku	融国	融国	Yuukoku	1
yuukyuu_gensoukyoku	悠久幻想曲	悠久幻想曲	UQ	695
yuukyuu_gensoukyoku_3_perpetual_blue	悠久幻想曲3_Perpetual_Blue	悠久幻想曲3_Perpetual_Blue	Yuukyuu Gensoukyoku 3 Perpetual Blue	7
yuuma_(racing_form)	优马	優馬	Yuuma (racing Form)	1
yuurei_tokyo_(vocaloid)	幽灵东京	幽霊東京	Yuurei Tokyo	27
yuureitou	幽丽塔	幽麗塔	Yuureitou	4
yuusha_30	勇者30 SECOND	勇者30 SECOND	Half-Minute Hero	12
yuusha_mushoku	勇者无职	勇者無職	Yuusha Mushoku	31
yuusha_shoukougun	勇者症候群	勇者症候群	Yuusha Shoukougun	20
yuushakei_ni_shosu	处刑勇者	勇者刑に処す	Yuushakei ni Shosu	393
yuutai_ridatsu_(vocaloid)	幽体离脱	幽体離脱	Yuutai Ridatsu (vocaloid)	4
yuuwaku	诱惑	誘惑	Yuuwaku	8
yuuwaku_2_tsume_ato	诱惑第二章爪痕	誘惑第二章爪痕	Yuuwaku 2 Tsume Ato	231
yuuwaku_countdown	诱惑_COUNT_DOWN	誘惑_COUNT_DOWN	Yuuwaku Countdown	2
yuyushiki	悠悠式	ゆゆ式	Yuyushiki	1580
yuzumori-san	柚子森妹妹	柚子森さん	Yuzumori-san	28
yuzusoft	柚子社	ゆずソフト	Yuzusoft	505
z-kai	Z会	Z会	Z-kai	7
z.j._entertainment	枝江娱乐	枝江娛楽	Z.J. Entertainment	1
zainin_kyoushitsu	罪人教室	罪人教室	Zainin Kyoushitsu	7
zaishuu_-the_sin-	罪囚-The_SiN-	罪囚-The_SiN-	Zaishuu -The Sin-	4
zaiyuki	在勇气	在勇気	Zaiyuki	46
zako_(vocaloid)	杂鱼	雑魚	zako	367
zanjibaru	斩死刃留	斬死刃留	Zanjibaru	11
zanki_(zutomayo)	残机	残機	Zanki	46
zansho	残暑	残暑	Zansho	2
zanyo_(love_live!)	残阳	残陽	Zanyo (Love Live!)	59
zatoichi	座头市	座頭市	Zatoichi	3
zekkyou_gakkyuu	绝叫学级	絶叫学級	Zekkyou Gakkyuu	7
zengeon	神明在上	神明在上	Zengeon	2
zenjidou_sentakuki	全自动洗濯机	全自動洗濯機	Zenjidou Sentakuki	2
zenless_zone_zero	绝区零	ゼンレスゾーンゼロ	Zenless Zone Zero	113518
zenshuu	全修。	全修。	ZENSHU	89
zero_dragon_blood_(series)	绝狼：龙之血	絶狼〈ZERO〉-DRAGONBLOOD-	Zero Dragon Blood	4
zero_kara_hajimeru_mahou_no_sho	从零开始的魔法书	ゼロから始める魔法の書	Grimoire of Zero	203
zero_no_kiseki	零之轨迹	零の軌跡	Zero No Kiseki	1493
zero_no_tsukaima	零之使魔	ゼロの使い魔	Zero No Tsukaima	3712
zero_shiki	零式	零式	Zero Shiki	17
zeroera	赤潮 ZeroERA	赤潮 ZeroERA	Zeroera	32
zeta_gundam	机动战士Z高达	機動戦士Ζガンダム	Zeta Gundam	4375
zetchou_sanka_(wanuka)	绝顶讃歌	絶頂讃歌	orgasm_anthem	3
zettai_imouto_shijou_shugi	绝对★妹至上主义！！	絶対★妹至上主義!!	Zettai Imouto Shijou Shugi	18
zettai_jotei_toshi	绝对女帝都市	絶対女帝都市	Zettai Jotei Toshi	13
zettai_kaikyuu_gakuen	绝对阶级学园	絶対階級学園	Zettai Kaikyuu Gakuen	5
zettai_maou	绝对★魔王	絶対★魔王	Zettai Maou	21
zettai_reido_(ttrpg)	绝对隷奴	絶対隷奴	Zettai Reido (ttrpg)	1
zettai_shougeki	绝对冲激	絶対衝激	Zettai Shougeki	52
zettai_shounen	绝对少年	絶対少年	Zettai Shounen	21
zettai_zetsumei_eiyuu	绝体绝命英雄	絶体絶命英雄	Zettai Zetsumei Eiyuu	28
zettai_zetsumei_toshi	绝体绝命都市	絶体絶命都市	Zettai Zetsumei Toshi	6
zettaiteki_lover	绝对的LOVER	絶対的LOVER	Zettaiteki Lover	29
zhan_ji_tian_xia	战姬天下	戦姬天下	Zhan Ji Tian Xia	27
zhanchang_shuang_mawei	战场双马尾	戦場双馬尾	Zhanchang Shuang Mawei	14
zhandou_wang_zhi_jufeng_zhan_hun	飓风战魂	战斗王之飓风战魂	Infinity Nado	37
zhangmen_tai_mang	掌门太忙	掌門太忙	Zhangmen Tai Mang	10
zhanguo_tu_(vocaloid)	战国图	戦国図	Zhanguo Tu (vocaloid)	3
zhe_tian	遮天	遮天	Zhe Tian	11
zhi_wen_jin_sheng_lian_cang_ming	新倩女幽魂	新倩女幽魂	Zhi Wen Jin Sheng Lian Cang Ming	6
zhinu_xianjing	直女陷阱	直女陥阱	Zhinu Xianjing	1
zhongguo_qi_tan	中国奇谭	中国奇譚	Zhongguo Qi Tan	2
zhu_xian	诛仙	誅仙	Jade Dynasty	479
zhuo_gui_shi_houri_tan	捉鬼师后日谈	捉鬼師後日談	Zhuo Gui Shi Houri Tan	1
zi_fu_ling_(synthesizer_v)	自缚灵	自縛霊	Zi Fu Ling (synthesizer V)	3
zoids	索斯机械兽	ゾイド	Zoids	1069
zoids_chaotic_century	机兽新世纪ZOIDS	機獣新世紀ZOIDS	Zoids Chaotic Century	162
zoids_genesis	机兽创世纪	ゾイドジェネシス	Zoids Genesis	560
zombie_land_saga	佐贺偶像是传奇	ゾンビランドサガ	Zombie Land Saga	4000
zombie_stage	血鬼舞台	血鬼舞台	Zombie Stage	2620
zomgan	Zom间	Zom間	Jomgan	2
zootopia	疯狂动物城	ズートピア	Zootopia	933
zootopia_2	疯狂动物城2	ズートピア2	Zootopia2	131
