tag	current_zh	ja	en	post_count
purrfect_tale	做你的猫	ネコとの出会い	Purrfect Tale	10
puyopuyo	魔法气泡	ぷよぷよ	Puyopuyo	5871
puzzle_&_dragons	智龙迷城	パズル&ドラゴンズ	Puzzle & Dragons	5504
qi_shi_ji_xiang	七时吉祥	七時吉祥	Qi Shi Ji Xiang	1
qiang_jin_jiu	将进酒	将進酒	Qiang Jin Jiu	166
qiangshen_ji	枪神纪	槍神紀	Qiangshen Ji	1
qianniao_official	千鸟Official	千鳥Official	Qianniao Official	10
qing_kuang	轻狂	軽狂	Qing Kuang	2
qing_yunian	庆余年	慶余年	Qing Yunian	22
qing_zhi_wenku	轻之文库	軽之文庫	Qing Zhi Wenku	3
qinshi_mingyue	秦时明月	秦時明月	The Legend Of Qin	381
qq_dance	QQ炫舞	QQ炫舞	Qq Dance	23
quanmian_shidai	全棉时代	全棉時代	Quanmian Shidai	79
quanneng_jinhua	全能进化	全能進化	Quanneng Jinhua	2
quanzhi_gaoshou	全职高手	マスターオブスキル	The King's Avatar	306
queen's_blade	女王之刃	クイーンズブレイド	Queen's Blade	5783
quotations_from_chairman_mao_zedong	毛主席语录	毛主席語録	Quotations From Chairman Mao Zedong	16
qurare_magic_library	QURARE:魔法图书馆	QURARE:魔法図書館	QURARE Magic Library	580
rabbit_hole_(vocaloid)	兔子洞	ラビットホール	Rabbit Hole (vocaloid)	3366
rabi-ribi	拉比哩比	ラビリビ	Rabi-Ribi	317
raging_loop	人狼村之谜	レイジングループ	Raging Loop	170
ragnarok_online	仙境传说	ラグナロクオンライン	Ragnarok Online	32187
ragnarok_origin	仙境传说：爱如初见	ラグナロクオリジン	Ragnarok Origin	117
rai_rai_rai	雷雷雷	雷雷雷	Rai Rai Rai	51
raiden_v	雷电V	雷電V	Raiden V	6
raigekitai_shutsudou	雷击队出动	雷撃隊出動	Raigekitai Shutsudou	1
rain_world	雨世界	雨世界	Rain World	380
rainbow_factory	彩虹工厂	彩虹工廠	Rainbow Factory	6
rainbow_herb_farm	虹色香草农园	虹色香草農園	Rainbow Herb Farm	15
rainbow_six_siege	彩虹六号：围攻	レインボーシックスシージ	Rainbow Six Siege	893
rainy_girl_(vocaloid)	雨路少女	雨路少女	Rainy Girl (Vocaloid)	12
rakudai_ninja_rantarou	落第忍者乱太郎	落第忍者乱太郎	Rakudai Ninja Rantaro	581
rakuen_shinshoku	乐园侵触	楽園侵触	Rakuen Shinshoku	10
rakuen_tsuihou	乐园追放	楽園追放	Rakuen Tsuihou	924
ran_koi	乱☆恋	乱☆恋	Ran Koi	5
rance_(series)	兰斯	ランスシリーズ	Rance (Series)	2322
rankou_kyoushitsu	乱交教室	乱交教室	Rankou Kyoushitsu	24
ranma_1/2	乱马1/2	らんま1⁄2	Ranma 1/2	13630
ranpo_kitan	乱步奇谭	乱歩奇譚	Ranpo Kitan	46
ranran_(ttrpg_scenario)	烂烂	爛爛	Ranran (ttrpg Scenario)	4
rappi_rangai	乱飞乱外	乱飛乱外	Rappi Rangai	7
rare_land_story	兰岛物语	レアランドストーリー	Rare Land Story	2
rasenkaidan	螺旋阶段	螺旋階段	Rasen Kaidan	7
rasetsu_2	RASETSU_〜罗刹〜	RASETSU_〜羅刹〜	Rasetsu 2	1
ray_(manga)	RAY(漫画)	RAY(漫画)	Ray (manga)	5
rbf_syndrome_(synthesizer_v)	臭脸综合症	臭臉綜合症	Rbf Syndrome (Synthesizer V)	2
re:zero_kara_hajimeru_isekai_seikatsu	Re:从零开始的异世界生活	Re:ゼロから始める異世界生活	Re:Zero	23402
reactivate_majestical_imperial	链缘无现里	鏈縁无現里	Reactivate Majestical Imperial	69
real_drive	RD潜脑调查室	RD潜脳調査室	Real Drive	243
real_life	真实人物	実在人物	Real Life	20971
rebellion_justice	反逆正义	反逆正義	Rebellion Justice	5
rebuild_of_evangelion	新世纪福音战士新剧场版	ヱヴァンゲリヲン新劇場版	Rebuild Of Evangelion	12255
record_of_lodoss_war	罗德岛战记	ロードス島戦記	Record Of Lodoss War	656
red:_pride_of_eden	伊甸园的骄傲	レッド:プライドオブエデン	Red: Pride Of Eden	191
regular_show	日常工作	レギュラーSHOW	Regular Show	86
reikenzan:_hoshikuzu-tachi_no_utage	从前有座灵剑山	霊剣山	Reikenzan: Hoshikuzu-Tachi No Utage	8
reincarnation_of_the_suicidal_battle_god	鬪神转生记	鬪神轉生記	Doom Breaker	11
reitaisai	例大祭	例大祭	Reitaisai	4281
reizoku_ichiba	隷属市场	隷属市場	Reizoku Ichiba	54
rekkyou_sensen	列强战线	列強戦線	Rekkyou Sensen	2
release_that_witch	放开那个女巫	その魔女を放せ	Release That Witch	2
release_the_spyce	月影特工	リリースザスパイス	Release The Spyce	103
remembrance_of_earth's_past	三体	三体	Remembrance Of Earth's Past	78
ren'ai_boukun	恋爱暴君	恋愛暴君	Ren'ai Boukun	40
ren'ai_byou	恋爱病	恋愛病	Ren'ai Byou	22
ren'ai_daikou	恋爱代行	恋愛代行	Ren'ai Daikou	2
ren'ai_saiban_(vocaloid)	恋爱裁判	恋愛裁判	Ren'ai Saiban	90
ren'ai_slg	恋爱☆SLG	恋愛☆SLG	Ren'ai SLG	2
ren'ai_yuusha_(vocaloid)	恋爱勇者	恋愛勇者	Ren'ai Yuusha	4
renai-no_(nanawo_akari)	恋爱脑	恋愛脳	Renai-No	6
renai_jikai_ningyou_koisuru_sartain	恋爱自坏人形	恋愛自壊人形	Renai Jikai Ningyou Koisuru Sartain	3
rengou_kantai_shirei_choukan_yamamoto_isoroku	联合舰队司令长官山本五十六	聯合艦隊司令長官山本五十六	Rengou Kantai Shirei Choukan Yamamoto Isoroku	1
renketsu_houshiki	连结方式	連結方式	Renketsu Houshiki	3
renkin_san-kyuu_magical_pokaan	炼金3级	錬金3級まじかる?ぽか~ん	Magical Pokaan	766
renyu_xianluo	人鱼陷落	人魚陥落	Renyu Xianluo	10
rescute	濒临绝种团	瀕臨絶種団	Rescute	54
resident_evil	生化危机	バイオハザード	ResidentEvil	13804
resident_evil_0	生化危机0	バイオハザード0	Resident Evil 0	209
resident_evil_1	生化危机1	バイオハザード1	Resident Evil 1	658
resident_evil_2	生化危机2	バイオハザード2	Resident Evil 2	1478
resident_evil_3:_nemesis	生化危机3	バイオハザード3	Resident Evil 3: Nemesis	1350
resident_evil_4	生化危机4	バイオハザード4	Resident Evil 4	3281
resident_evil_4_(remake)	生化危机4：重制版	バイオハザード RE:4	Resident Evil 4 Remake	1871
resident_evil_5	生化危机5	バイオハザード5	Resident Evil 5	997
resident_evil_6	生化危机6	バイオハザード6	Resident Evil 6	1303
resident_evil_7:_biohazard	生化危机7	バイオハザード7	Resident Evil 7: Biohazard	136
resident_evil_requiem	生化危机：安魂曲	バイオハザードレクイエム	Resident Evil Requiem	1830
resident_evil_village	生化危机8	バイオハザード8	Resident Evil Village	1307
resonance_solstice	雷索纳斯	レゾナンス	Resonance Solstice	159
retrospective_53_minutes	卯酉东海道	卯酉東海道	Retrospective 53 Minutes	151
rettou_joutou_(vocaloid)	劣等上等	劣等上等	Rettou Joutou	100
return_of_the_condor_heroes	神雕侠侣	神鵰俠侶	Return Of The Condor Heroes	39
return_of_the_mount_hua_sect	Return Of The Blossiming Blade		Return Of The Mount Hua Sect	256
return_of_the_obra_dinn	奥伯拉丁的回归	リターン・オブ・ジ・オブラ・ディン	Return of the Obra Dinn	5
revdol	战斗吧歌姬	リブドル	Revdol!	43
revelation_online	天谕	天諭	Revelation Online	11
reverse:1999	重返未来1999	リバース1999	Reverse 1999	24151
reverse_collapse:_f	逆向坍塌:F	逆向坍塌:F	Reverse Collapse: F	8
reverse_collapse_(series)	逆向坍塌	逆コーラップス	Reverse Collapse	106
revery_earth	奇幻魔法师	レヴァリアース	Revery Earth	2
revived_witch	复苏的魔女	復甦的魔女	Revived Witch	48
rg_veda	圣传	聖伝	Rg Veda	41
richman_(series)	大富翁	大富翁	Richman (series)	5
riichi_city	麻雀一番街	麻雀一番街	Riichi City	130
rilakkuma_(series)	轻松熊	リラックマ	Rilakkuma	358
rindou	龙胆	竜胆	Rindou	1
ringo_karenka	林檎华怜歌	林檎華憐歌	Ringo Karenka	1
riverbed_soul_saver	东方桃源宫	東方桃源宮	Riverbed Soul Saver	38
robotech	太空堡垒	ロボテック	Robotech	250
rock_wa_lady_no_tashinami_deshite	摇滚乃淑女之嗜好	ロックは淑女の嗜みでして	Rock Wa Lady No Tashinami Deshite	149
roco_kingdom:_world	洛克王国：世界	洛克王国:世界	Roco Kingdom: World	418
