tag	current_zh	ja	en	series	post_count
yozakura_(senran_kagura)	夜樱	夜桜	Yozakura	闪乱神乐	647
yozora_mel	夜空梅露	夜空メル	Yozora Mel		1179
yu_(arknights)	余	余	Yu	明日方舟	624
yu_mei-ren_(fate)	虞美人（Fate）	虞美人	Yu Mei-ren		2472
yu_mei-ren_(swimsuit_lancer)_(fate)	虞美人（水着）	虞美人(水着)	Yu Mei-ren (swimsuit Lancer)		422
yuezheng_ling	乐正绫	綾彩音	Yuezheng Ling		323
yuffie_kisaragi	尤菲·如月	ユフィ・キサラギ	Yuffie Kisaragi		2860
yugiri_tsuzuri	夕雾缀理	夕霧綴理	Yugiri Tsuzuri		5798
yui_(angel_beats!)	芳冈由依	芳岡ユイ	Yui		1392
yui_(ceremonial)_(princess_connect!)	仪装束	ユイ(儀装束)	Yui (ceremonial)	公主连结	285
yui_(princess_connect!)	草野优衣	草野優衣	Yui	公主连结	1261
yui_shousetsu_(fate)	由井正雪	由井正雪	Yui Shousetsu		584
yui_tsuruno	由比鹤乃	由比鶴乃	Yui Tsuruno		594
yuigahama_yui's_mother	结衣的妈妈	ガハママ	Yuigahama Yui's Mother		383
yuitsuka_inori	结束祈	結束いのり	Yuitsuka Inori		753
yuki_miku	雪初音	雪ミク	Yuki Miku		5175
yuki_setsuna	优木节菜	せっぱい	Yuki Setsuna		3541
yukihana_lamy	雪花菈米	雪花ラミィ	Yukihana Lamy		7651
yukihana_lamy_(1st_costume)	雪花菈米（初始服装）	雪花ラミィ(通常)	Yukihana Lamy		2246
yukihira_souma	幸平创真	幸平創真	Yukihira Souma		423
yukikaze_(azur_lane)	莲（碧蓝航线）	雪風（アズールレーン）	Yukikaze	碧蓝航线	419
yukikaze_(kancolle)	雪风	雪風（舰队Collection）	Yukikaze		7447
yukikaze_kai_ni_(kancolle)	雪风改二	雪風改二	Yukikaze Kai Ni		575
yukimin_(yukihana_lamy)	雪民	雪民	Yukimin		685
yukino_bijin_(umamusume)	雪之美人	ユキノビジン	Yukino Bijin	闪耀!优俊少女	593
yukinoshita_yukino	雪之下雪乃	雪ノ下雪乃	Yukinoshita Yukino		2092
yukong_(honkai:_star_rail)	驭空	御空	Yukong	崩坏:星穹铁道	338
yume_(blue_archive)	栀子梦	梔子ユメ	Yume	碧蓝档案	1225
yumekawa_yui	梦川唯	夢川ゆい	Yumekawa Yui		417
yumeko_(touhou)	梦子	夢子	Yumeko	东方Project	1075
yumemizuki_mizuki	梦见月瑞希	夢見月瑞希	Yumemizuki Mizuki		1079
yumeno_himiko	梦野秘密子	夢野秘密子	Yumeno Himiko		1872
yumeoi_kakeru	梦追翔	絵かける	Yumeoi Kakeru		428
yun_jin_(genshin_impact)	云堇	雲菫	Yun Jin	原神	937
yuna_(ff10)	尤娜	ユウナ（ff10）	Yuna		1337
yuni_(princess_connect!)	真行寺由仁	ユニ（y·プリンセスコネクト!Re:Dive）	Yuni	公主连结	1018
yuno_(hidamari_sketch)	由乃	ゆの	Yuno		1490
yura_kai_ni_(kancolle)	由良改二	由良改二	Yura Kai Ni		635
yuri_(project_moon)	尤莉（边狱巴士公司）	ユーリ(LCB)	Yuri	月亮计划	436
yuri_leclerc	尤里斯	ユーリス=ルクレール	Yuri Leclerc		294
yuri_lowell	尤里·罗威尔	ユーリ・ローウェル	Yuri Lowell		1690
yuri_plisetsky	尤里·普利谢茨基	ユーリ・プリセツキー	Yuri Plisetsky		1013
yusa_(angel_beats!)	游佐（angel beats!）	遊佐（エンジェルビーツ!）	Yusa		379
yusa_emi	游佐惠美	遊佐恵美	Yusa Emi		370
yuubari_(kancolle)	夕张	夕張	Yuubari		4523
yuubari_kai_ni_(kancolle)	夕张改二	夕張改二	Yuubari Kai Ni		538
yuudachi_(azur_lane)	夕立（碧蓝航线）	夕立（アズールレーン）	Yuudachi	碧蓝航线	1018
yuudachi_(kancolle)	夕立（舰队Collection）	夕立（舰队Collection）	Yuudachi		12165
yuudachi_kai_ni_(swimsuit)_(kancolle)	夕立（水着）	夕立(水着)	Yuudachi Kai Ni (swimsuit)		485
yuugumo_(kancolle)	夕云	夕雲	Yuugumo		2246
yuugumo_kai_ni_(kancolle)	夕云改二	夕雲改二	Yuugumo Kai Ni		348
yuuhi_(cookie)	YUH姉贵	YUH姉貴	Yuuhi		379
yuuka_(blue_archive)	早濑优香	早瀬ユウカ	Yuuka	碧蓝档案	18859
yuuka_(pajamas)_(blue_archive)	早濑优香（睡衣）	早瀬ユウカ(パジャマ)	Yuuka (pajamas)	碧蓝档案	1045
yuuki_makoto_(ensemble_stars!)	游木真	遊木真	Yuuki Makoto	偶像梦幻祭	374
yuuki_makoto_(persona_3)	有里凑	結城理	Yuuki Makoto	女神异闻录3	5650
yuuki_setsu	结城雪	結城雪	Yuuki Setsu		335
yuuki_yuuna	结城友奈	結城友奈	Yuuki Yuuna		775
yuuri_(shoujo_shuumatsu_ryokou)	尤莉	ユーリ(少女終末旅行)	Yuuri	少女终末旅行	1546
yuutenji_nyamu	祐天寺若麦	祐天寺にゃむ	Yuutenji Nyamu		2928
yuzu_(blue_archive)	花冈柚子	花岡ユズ	Yuzu	碧蓝档案	4234
yuzu_(maid)_(blue_archive)	花冈柚子（女仆）	花岡ユズ(メイド)	Yuzu (maid)	碧蓝档案	737
yuzuhara_konomi	柚原木实	柚原このみ	Yuzuhara Konomi		900
yuzuki_choco	愈月巧可	癒月ちょこ	Yuzuki Choco		2740
yuzuki_yukari	结月缘	結月ゆかり	Yuzuki Yukari		9780
yuzuriha_inori	楪祈	楪いのり	Yuzuriha Inori		2057
yvonne_(arknights)	伊冯	イヴォンヌ(アークナイツ)	Yvonne	明日方舟	2046
z1_leberecht_maass_(swimsuit)_(kancolle)	Z1(水着)	レーベ(水着)	Z1 Leberecht Maass (swimsuit)		288
z23_(azur_lane)	Z23	Z23	Z23	碧蓝航线	1969
z3_max_schultz_(swimsuit)_(kancolle)	Z3(泳装)	マックス(水着)	Z3 Max Schultz (swimsuit)		773
zack_fair	扎克斯·菲尔	ザックス・フェア	Zack Fair		3318
zain_(omaru_polka)	座员	座員	Zain		438
zaizen_aoi	财前葵	財前葵	Zaizen Aoi		374
zaizen_tokiko	财前时子	財前時子	Zaizen Tokiko		396
zaku_ii	扎古II	ザクII	Zaku Ii		1221
zangief	桑吉尔夫	ザンギエフ	Zangief		752
zapstring_(wuthering_waves)	悬丝	懸糸	Zapstring	鸣潮	306
zara_(azur_lane)	扎拉（碧蓝航线）	ザラ(アズールレーン)	Zara	碧蓝航线	1471
zara_(kancolle)	扎拉（舰队Collection）	ザラ（舰队Collection）	Zara		1382
zaraki_kenpachi	更木剑八	更木剣八	Zaraki Kenpachi		284
zarya_(overwatch)	查莉娅	査莉婭	Zarya	守望先锋2	379
zas_m21_(girls'_frontline)	ZasM21(少女前线)	ZasM21(ドールズフロントライン)	Zas M21	少女前线	370
zayne_(love_and_deepspace)	黎深	黎深	Zayne	恋与深空	612
zen'in_maki_(post-shibuya)	禅院真希（涩谷事变后）	禅院真希(渋谷事変後)	Zen'in Maki		745
zen'in_naoya	禅院直哉	ドブカス	Zen'in Naoya		313
zenno_rob_roy_(umamusume)	荒漠英雄	ゼンノロブロイ（ウマ娘プリティーダービー）	Zenno Rob Roy	闪耀!优俊少女	943
zenobia_(fate)	芝诺比亚	ゼノビア	Zenobia		570
zero_(mega_man)	泽罗	ゼロ（mega man）	Zero		3093
zero_two_(darling_in_the_franxx)	零二	ゼロツー(ダリフラ)	Zero Two		4469
zeta_(granblue_fantasy)	泽塔	ゼタ（グランブルーファンタジー）	Zeta	碧蓝幻想	1556
zhao_(zenless_zone_zero)	照（绝区零）	照	Zhao	绝区零	1743
zhezhi_(wuthering_waves)	折枝	折枝	Zhezhi	鸣潮	386
zhongli_(genshin_impact)	钟离	鍾離	Zhongli	原神	10168
zhu_bajie	猪八戒	豬八戒	Zhu Bajie		291
zhuang_fangyi_(arknights)	庄方宜	ゾアン・ファンイ	Zhuang Fangyi	明日方舟	1148
zhuge_kongming_(honkai_impact)	朔夜观星	諸葛孔明・星詠の朔夜	Zhuge Kongming		398
zhuge_yuan	诸葛渊	諸葛淵	Zhuge Yuan		431
zibai_(genshin_impact)	兹白	茲白	Zibai	原神	323
ziche_fuzhao	子车甫昭	子車甫昭	Ziche Fuzhao		1260
zima_(arknights)	凛冬	ズィマー	Zima	明日方舟	877
zooey_(granblue_fantasy)	佐伊（碧蓝幻想）	佐伊（グランブルーファンタジー）	Zooey	碧蓝幻想	823
zorua	索罗亚	ゾロア	Zorua		1217
zoya_(path_to_nowhere)	卓娅	ゾーヤ（無期迷途）	Zoya	无期迷途	337
zuifeng_tenkai	瑞风天堺	つるてん	Zuifeng Tenkai		438
zuihou_(kancolle)	瑞凤（舰队Collection）	瑞鳳（舰队Collection）	Zuihou		4039
zuikaku_(azur_lane)	瑞鹤（碧蓝航线）	瑞鶴(アズールレーン)	Zuikaku	碧蓝航线	920
zuikaku_(kancolle)	瑞鹤（舰队Collection）	瑞鶴	Zuikaku		10762
zuikaku_kai_ni_(kancolle)	瑞鹤改二	瑞鶴改二	Zuikaku Kai Ni		908
zuko	祖寇	祖寇	Zuko		335
zun	太田顺也	太田順也	Zun		328
zuo_le_(arknights)	左乐	ズオ・ラウ(アークナイツ)	Zuo Le	明日方舟	417
