tag	current_zh	ja	en	series	post_count
ogasawara_sachiko	小笠原祥子	小笠原祥子	Ogasawara Sachiko		616
ogata_chieri	绪方智惠理	緒方智恵理	Ogata Chieri		1219
ogino_chihiro	荻野千寻	千尋（ogino）	Ogino Chihiro		675
ogiue_chika	荻上千佳	荻上千佳	Ogiue Chika		337
oguri_cap_(starlight_beat)_(umamusume)	小栗帽（starlight beat）	オグリキャップ（starlight beat·ウマ娘プリティーダービー）	Oguri Cap (starlight Beat)	闪耀!优俊少女	1963
ohishi_izumi	大石泉	大石泉	Ohishi Izumi		436
ohno_kanako	加奈子	大野	Ohno Kanako		281
ohr_(blue_archive)	奥茹	オウル	Ohr	碧蓝档案	619
oikawa_tooru_(haikyuu!!)	及川彻	及川徹	Oikawa Tooru		503
oikura_sodachi	老仓育	老倉育	Oikura Sodachi		330
okabe_rintarou	冈部伦太郎	オカリン	Okabe Rintarou		1881
okada_akane	冈田茜	岡田茜	Okada Akane		306
okada_izou_(fate)	冈田以藏	岡田以蔵	Okada Izou		922
okazaki_tomoya	冈崎朋也	岡崎朋也	Okazaki Tomoya		843
okazaki_ushio	冈崎汐	岡崎汐	Okazaki Ushio		638
okinami_(kancolle)	冲波	沖波	Okinami		886
okino_tsukasa	冲野司	沖野司	Okino Tsukasa		294
okita_sougo	冲田总悟	沖田總悟	Okita Sougo		951
okita_souji_(fate)	冲田总司（Fate）	沖田総司（Fate）	Okita Souji		7953
okita_souji_(koha-ace)	冲田总司（koha-ace）	沖田総司（コハエース）	Okita Souji		5577
okita_souji_(third_ascension)_(fate)	冲田总司（三次再临·Fate）				1879
okita_souji_alter_(fate)	魔神总司	沖田総司（Fate）	Okita Souji Alter		1460
okonogi_yuuko	小此木优子	ヤサコ	Okonogi Yuuko		330
oktavia_von_seckendorff	人鱼的魔女	オクタヴィア・フォン・ゼッケンドルフ	Oktavia Von Seckendorff		1067
okumura_rin	奥村燐	奥村燐	Okumura Rin		541
okumura_yukio	奥村雪男	奥村雪男	Okumura Yukio		359
okunoda_miyoi	奥野田美宵	奥野田美宵	Okunoda Miyoi		990
okusawa_misaki	奥泽美咲	奥沢美咲	Okusawa Misaki		1143
olga_marie_animusphere	奥尔加玛丽·阿尼姆斯菲亚	オルガマリー・アニムスフィア	Olga Marie Animusphere		2015
olimar	奥利马	キャプテン・オリマー	Olimar		1463
oma_kokichi	王马小吉	王馬小吉	Oma Kokichi		9732
omanyte	菊石兽	オムナイト	Omanyte		367
omaru_polka	尾丸波尔卡	尾丸ポルカ	Omaru Polka		3725
omaru_polka_(1st_costume)	尾丸波尔卡（初始服装）	尾丸ポルカ(通常)	Omaru Polka		1187
omokage_yugamu	面影歪	面影歪	Omokage Yugamu		764
onitsuka_natsumi	鬼冢夏美	鬼塚夏美	Onitsuka Natsumi		815
onitsuka_tomari	鬼冢冬毬	とまなつ	Onitsuka Tomari		799
onodera_kosaki	小野寺小咲	小野寺小咲	Onodera Kosaki		390
onoe_serika	尾上世莉架	尾上世莉架	Onoe Serika		645
onozuka_komachi	小野冢小町	小野塚小町	Onozuka Komachi		10319
ooba_minori	大庭稔	O杯ちゃん	Ooba Minori		373
oogaki_chiaki	大垣千明	大垣千明	Oogaki Chiaki		586
ooi_(kancolle)	大井	大井	Ooi		5615
ookami_mio	大神澪	大神ミオ	Ookami Mio		8389
ookami_mio_(1st_costume)	大神澪（初始服装）	大神ミオ(通常)	Ookami Mio		1503
ookami_mio_(hoodie)	大神澪（hoodie）	大神ミオ(パーカー)	Ookami Mio		1343
ookami_ryouko	大神凉子	大神涼子	Ookami Ryouko		296
ookuma_satomi	大熊里美	大熊里美	Ookuma Satomi		300
ookurikara	大倶利伽罗	大倶利伽羅	Ookurikara		559
oomiya_shinobu	大宫忍	大宮忍	Oomiya Shinobu		363
oomuro_hanako	大室花子	大室花子	Oomuro Hanako		332
oosawa_aya	大泽绫	大沢綾	Oosawa Aya		726
ooshio_(kancolle)	大潮	大潮（舰队Collection）	Ooshio		1386
oosuki_mamako	大好真真子	大好真々子	Oosuki Mamako		358
oosumi_kanon	大隅夏音	大隅夏音	Oosumi Kanon		320
oosuzuki_kurara	大铃木梦罗	大鈴木くらら	Oosuzuki Kurara		330
ootori_emu	凤笑梦	鳳笑夢	Ootori Emu		2722
ootsu_mari	大津茉里	大津茉裏	Ootsu Mari		357
ooyodo_(kancolle)	大淀	大淀	Ooyodo		6737
oozora_subaru	大空昴	大空スバル	Oozora Subaru		7950
oozora_subaru_(1st_costume)	大空昴（初始服装）	大空スバル(通常)	Oozora Subaru		1285
oozora_subaru_(suspenders)	大空昴（suspenders）	大空スバル(お仕事)	Oozora Subaru		1085
ophelia_phamrsolone	奥菲莉娅·法姆索罗涅	オフェリア・ファムルソローネ	Ophelia Phamrsolone		410
optimus_prime	擎天柱	オプティマス・プライム	Optimus Prime		1201
orfevre_(umamusume)	黄金巨匠	オルフェーヴル(ウマ娘)	Orfevre	闪耀!优俊少女	2860
orie_ballardiae_harada	原田织依	オリエ・バラーディア	Orie Ballardiae Harada		606
originium_slug_(arknights)	源石虫	オリジムシ	Originium Slug	明日方舟	312
orihara_izaya	折原临也	折原臨也	Orihara Izaya		932
orihara_kozue	折原梢	こずぴぃ	Orihara Kozue		426
orimoto_rika	祈本里香	祈本里香	Orimoto Rika		392
orin_the_red	奥林	奥林	Orin The Red		341
orochimaru_(naruto)	大蛇丸	大蛇丸	Orochimaru		322
ororon_(genshin_impact)	欧洛伦	欧洛倫	Ororon	原神	766
orphie_magnusson	奥菲斯	オルペウス・マグヌッソン	Orphie Magnusson		1359
oryou_(girls_und_panzer)	野上武子	野上武子	Oryou	少女与战车	562
osaka_shizuku	樱坂雫	桜坂しずく	Osaka Shizuku		2846
osakabehime_(fate)	刑部姬	刑部姫	Osakabehime		1695
oshino_ougi	忍野扇	忍野扇	Oshino Ougi		1674
otegine	御手杵（刀剑乱舞）	御手杵	Otegine		327
otogi_(blue_archive)	天神山音葵	天神山オトギ	Otogi	碧蓝档案	1587
otogibara_era	御伽原江良	御伽原江良	Otogibara Era		284
otomachi_una	音衔鳗	音街ウナ	Otomachi Una		1686
otomune_kozue	乙宗梢	乙宗梢	Otomune Kozue		7229
otonashi_haruna	音无春奈	音無春奈	Otonashi Haruna		354
otonashi_kyouko	音无响子	音無響子	Otonashi Kyouko		383
otonashi_yuzuru	音无结弦	音無結弦	Otonashi Yuzuru		781
otonose_kanade_(1st_costume)	音乃濑奏（通常）	音乃瀬奏(通常)	Otonose Kanade		819
ots-14_(girls'_frontline)	闪电（少女前线）	OTs-14(ドールズフロントライン)	Ots-14	少女前线	1166
otto_apocalypse	奥托·阿波卡利斯	オットー・アポカリプス	Otto Apocalypse		349
oukawa_kohaku	樱河琥珀	桜河こはく	Oukawa Kohaku		328
oumi_shiori	近江汐莉	近江汐莉	Oumi Shiori		296
ouro_kronii	奥罗·克洛尼	オーロ・クロニー	Ouro Kronii		14404
ouroboros_(girls'_frontline)	衔尾蛇（少女前线）	ウロボロス(ドールズフロントライン)	Ouroboros	少女前线	300
outis_(project_moon)	奥提斯	ウーティス	Outis	月亮计划	2496
ouzuka_mai	王冢真唯	王塚真唯	Ouzuka Mai		696
owada_mondo	大和田纹土	大和田紋土	Owada Mondo		619
owari_(azur_lane)	尾张	尾張	Owari	碧蓝航线	995
owari_akane	终里赤音	終裏赤音	Owari Akane		641
oyama_mahiro	绪山真寻	緒山真尋	Oyama Mahiro		7899
oyashio_(kancolle)	亲潮（舰队Collection）	親潮（舰队Collection）	Oyashio		1589
ozen	不动卿	オーゼン	Ozen		648
ozora_akari	大空明	大空あかり	Ozora Akari		796
p90_(girls'_frontline)	P90(少女前线)	P90(ドールズフロントライン)	P90	少女前线	897
pa-15_(girls'_frontline)	PA-15(少女前线)	PA-15(ドールズフロントライン)	Pa-15	少女前线	838
pachirisu	帕奇利兹	パチリス	Pachirisu		1425
padparadscha_(houseki_no_kuni)	帕帕拉恰	パパラチア	Padparadscha	宝石之国	297
paimon_(genshin_impact)	派蒙	パイモン（原神）	Paimon	原神	8322
pallas_(arknights)	帕拉斯	パラス(アークナイツ)	Pallas	明日方舟	522
palutena	帕露蒂娜	パルテナ	Palutena		2655
pamiat_merkuria_(azur_lane)	水星纪念	パーミャチ・メルクーリヤ	Pamiat Merkuria	碧蓝航线	746
pan_yinhu	潘引壶	潘引壺	Pan Yinhu		570
pannacotta_fugo	潘纳科达·福葛	パンナコッタ・フーゴ	Pannacotta Fugo		1109
