tag	current_zh	ja	en	series	post_count
coralie_6626_planck	科拉莉	コラリー・6626・プランク	Coralie 6626 Planck		399
corin_wickes	可琳·威克斯	カリン・ウィクス	Corin Wickes		2009
cosmog	科斯莫	コスモッグ	Cosmog		1267
crazy_diamond	疯钻	クレイジー・ダイヤモンド	Crazy Diamond		449
crazy_mita_(miside)	疯狂米塔	狂ったミタ	Crazy Mita	米塔miside	492
creeper	苦力怕	苦力怕	Creeper		975
crewmate_(among_us)	船员（among us）	アモアス	Crewmate		1513
crocodile_(one_piece)	克洛克达尔	サー・クロコダイル	Crocodile	海贼王	1164
croissant_(arknights)	可颂（明日方舟）	クロワッサン	Croissant	明日方舟	598
crownslayer_(arknights)	弑君者	クラウンスレイヤー	Crownslayer	明日方舟	793
crypto_(apex_legends)	密客	クリプト	Crypto		894
crystal_exarch	水晶公	水晶公	Crystal Exarch		463
cu_chulainn_(caster)_(fate)	库·丘林（Caster·Fate）	キャスニキ	Cu Chulainn (caster)		1165
cu_chulainn_(fate)	库丘林	クー・フーリン（Fate）	Cu Chulainn		7024
cu_chulainn_(fate/prototype)	库·丘林〔Prototype〕	クー・フーリン〔プロトタイプ〕	Cu Chulainn		445
cu_chulainn_(fate/stay_night)	库·丘林				1983
cu_chulainn_(lancer)_(fate)	库·丘林（Lancer·Fate）	クー・フーリン（Lancer·Fate）	Cu Chulainn (lancer)		4311
cu_chulainn_alter_(fate)	库丘林(Alter)	タニキ	Cu Chulainn Alter		1257
cubone	卡拉卡拉	カラカラ	Cubone		548
cure_beauty	美丽天使	キュアビューティ	Cure Beauty		1167
cure_peace	和平天使	キュアピース	Cure Peace		1569
curren_bouquetd'or_(umamusume)	机伶金花	カレンブーケドール（ウマ娘プリティーダービー）	Curren Bouquetd'or	闪耀!优俊少女	1096
curren_chan_(fille_eclair)_(umamusume)	真机伶（fille eclair）	フィーユ・エクレール	Curren Chan (fille Eclair)	闪耀!优俊少女	1079
curren_chan_(ma_cherie_of_the_new_moon)_(umamusume)	『刻限』~Silks&Three Riddles~（ma cherie of the new moon）	朔月のマ・シェリ	Curren Chan (ma Cherie Of The New Moon)	闪耀!优俊少女	309
curren_chan_(umamusume)	真机伶	カレンチャン（ウマ娘プリティーダービー）	Curren Chan	闪耀!优俊少女	4620
cygnet_(azur_lane)	小天鹅	シグニット	Cygnet	碧蓝航线	506
cyndaquil	火球鼠	ヒノアラシ	Cyndaquil		2129
cyno_(genshin_impact)	赛诺	セノ	Cyno	原神	2492
cynthia_(pokemon)	竹兰	竹蘭	Cynthia	宝可梦	7671
cyrene_(demiurge)_(honkai:_star_rail)	大昔涟	キュレネ（demiurge）	Cyrene (demiurge)	崩坏:星穹铁道	5762
cyrene_(honkai:_star_rail)	昔涟	キュレネ	Cyrene	崩坏:星穹铁道	8945
d_(nikke)	D(胜利女神：妮姬)	D(勝利の女神:NIKKE)	D		570
dabi_(boku_no_hero_academia)	荼毘	荼毘	Dabi	我的英雄学院	703
daiba_nana	大场奈奈	大場なな	Daiba Nana		1283
daiichi_ruby_(umamusume)	第一红宝	ダイイチルビー（ウマ娘プリティーダービー）	Daiichi Ruby	闪耀!优俊少女	971
dainsleif_(genshin_impact)	戴因斯雷布	ダインスレイヴ	Dainsleif	原神	487
daitaku_helios_(umamusume)	大拓太阳神	ダイタクヘリオス（ウマ娘プリティーダービー）	Daitaku Helios	闪耀!优俊少女	2652
daitou_(kancolle)	大东	大東	Daitou		684
daiwa_scarlet_(peak_blue)_(umamusume)	大和赤骥（peak blue）	トップ・オブ・ブルー	Daiwa Scarlet (peak Blue)	闪耀!优俊少女	1948
daiwa_scarlet_(umamusume)	大和赤骥	ダイワスカーレット（ウマ娘プリティーダービー）	Daiwa Scarlet	闪耀!优俊少女	8833
daiyousei	大妖精	大妖精	Daiyousei		11315
daki_(kimetsu_no_yaiba)	堕姬	堕姫	Daki	鬼灭之刃	324
damian_desmond	达米安·德斯蒙德	ダミアン・デズモンド	Damian Desmond		1579
dan_heng_(hunt)_(honkai:_star_rail)	丹恒（巡狩）	丹恒(巡狩)	Dan Heng (hunt)	崩坏:星穹铁道	1485
dan_heng_(permansor_terrae)_(honkai:_star_rail)	丹恒•腾荒	丹恒・騰荒	Dan Heng (permansor Terrae)	崩坏:星穹铁道	671
danjin_(wuthering_waves)	丹瑾	タンキン	Danjin	鸣潮	350
dante_(devil_may_cry)	但丁（鬼泣）	ダンテ（鬼泣）	Dante		2900
dante_alighieri_(fate)	fgo但丁	ダンテ・アリギエーリ(Fate)	Dante Alighieri		305
dantsu_flame_(umamusume)	烈焰快驹	ダンツフレーム	Dantsu Flame	闪耀!优俊少女	3055
daring_tact_(umamusume)	谋勇兼备	デアリングタクト（ウマ娘プリティーダービー）	Daring Tact	闪耀!优俊少女	1642
darjeeling_(girls_und_panzer)	田尻凛	ダージリン	Darjeeling	少女与战车	6714
dark_knight_(final_fantasy)	暗黑骑士	暗黒騎士	Dark Knight	最终幻想	472
dark_magician_girl	黑魔导女孩	ブラック・マジシャン・ガール	Dark Magician Girl		4400
dark_sakura	黑樱	黒桜	Dark Sakura		934
darkness_(konosuba)	达斯提尼斯·福特·拉拉蒂娜	ダスティネス・フォード・ララティーナ	Darkness		3533
date_masamune_(sengoku_basara)	伊达政宗（战国BASARA）	伊達政宗(戦国BASARA)	Date Masamune	战国BASARA	444
david_martinez	大卫·马丁内斯	デイヴィッド・マルティネス	David Martinez		864
dawn_(pokemon)	小光（宝可梦）	小光	Dawn	宝可梦	9464
dazai_osamu_(bungou_stray_dogs)	太宰治	太宰治	Dazai Osamu		746
deadpool	死侍	ウェイド・ウィルソン	Deadpool		2016
death_(entity)	死神（entity）	死神（entity）	Death		738
dedenne	咚咚鼠	デデンネ	Dedenne		1187
deedlit	蒂德莉特	ディードリット	Deedlit		422
degenbrecher_(arknights)	锏	鐧	Degenbrecher	明日方舟	835
dehya_(genshin_impact)	炽鬃之狮	ディシア	Dehya	原神	1864
deidara_(naruto)	迪达拉	デイダラ	Deidara		850
dejiko	数码子	でじこ	Dejiko		1154
dekomori_sanae	凸守早苗	凸守早苗	Dekomori Sanae		699
demi-fiend	人修罗	人修羅	Demi-fiend		487
denia_(wuthering_waves)	达妮娅	ダーニャ	Denia	鸣潮	2402
denji_(chainsaw_man)	电次	デンジ（チェンソーマン）	Denji	电锯人	8042
destroyer_(girls'_frontline)	破坏者（少女前线）	デストロイヤー(ドールズフロントライン)	Destroyer	少女前线	357
destroyer_princess	驱逐栖姬	駆逐棲姫	Destroyer Princess		638
deutschland_(azur_lane)	德意志（碧蓝航线）	ドイッチュラント（アズールレーン）	Deutschland	碧蓝航线	688
dialga	帝牙卢卡	ディアルガ	Dialga		636
diana_cavendish	戴安娜	ダイアナ・キャベンディッシュ	Diana Cavendish		1622
diarmuid_ua_duibhne_(fate)	迪尔木德				2532
diarmuid_ua_duibhne_(lancer)_(fate)	迪尔木德（Lancer）	ランサー（Lancer·Fate）	Diarmuid Ua Duibhne (lancer)		2455
dick_gumshoe	丝锯圭介	糸鋸圭介	Dick Gumshoe		455
dido_(azur_lane)	黛朵	ダイドー	Dido	碧蓝航线	1642
diego_brando	迪亚哥·布兰度	ディエゴ・ブランドー	Diego Brando		1322
diluc_(genshin_impact)	迪卢克	ディルック・ラグヴィンド	Diluc	原神	3934
dimitri_alexandre_blaiddyd	帝弥托里·亚历山大·布雷斯迪德	ディミトリ・アレクサンドル・ブレーダッド	Dimitri Alexandre Blaiddyd		3781
diona_(genshin_impact)	迪奥娜·凯茨莱茵	迪奥娜·凱茨莱茵	Diona	原神	1421
ditto	百变怪	メタモン	Ditto		1966
dlanor_a._knox	德拉诺尔·a·诺克斯	ドラノール・A・ノックス	Dlanor A. Knox		432
dobermann_(arknights)	杜宾	ドーベルマン	Dobermann	明日方舟	398
doctor_(arknights)	博士（明日方舟）	ドクター（アークナイツ）	Doctor	明日方舟	12932
doctor_strange	史蒂芬·斯特兰奇	スティーヴン・ストレンジ	Doctor Strange		334
doma_umaru	小埋	土間うまる	Doma Umaru		769
domyoji_karin	道明寺歌铃	道明寺歌鈴	Domyoji Karin		319
don-chan_(usada_pekora)	咚酱	どんちゃん（usada pekora）	Don-chan		4017
don_quixote_(project_moon)	堂吉诃德（月亮计划）	ドン・キホーテ（プロジェクトムーン）	Don Quixote	月亮计划	6228
donald_duck	唐老鸭	ドナルドダック	Donald Duck		570
donquixote_doflamingo	唐吉诃德·多弗朗明哥	ドンキホーテ・ドフラミンゴ	Donquixote Doflamingo		1159
doomguy	毁灭战士	ドゥームガイ	Doomguy		579
doraemon_(character)	哆啦A梦	ドラえもん	Doraemon		1124
dori_(genshin_impact)	梦园藏金	ドリ	Dori	原神	389
dorothea_arnault	多洛缇雅	ドロテア=アールノルト	Dorothea Arnault		1562
dorothy_(arknights)	多萝西	ドロシー(アークナイツ)	Dorothy	明日方舟	713
dorothy_west	桃乐丝·威斯特	ドロシー・ウェスト	Dorothy West		537
dottore_(genshin_impact)	多托雷	ドットーレ（原神）	Dottore	原神	1190
doudanuki_masakuni	同田贯正国	同田貫正国	Doudanuki Masakuni		614
doujima_ryoutarou	堂岛辽太郎	堂島遼太郎	Doujima Ryoutarou		482
douma_(kimetsu_no_yaiba)	童磨	童磨	Douma	鬼灭之刃	556
dp-12_(girls'_frontline)	DP-12(少女前线)	DP-12(ドールズフロントライン)	Dp-12	少女前线	567
dr._ratio_(honkai:_star_rail)	维里塔斯·拉帝奥	Dr.レイシオ	Dr. Ratio	崩坏:星穹铁道	2285
dracaene_sunbringer	德蕾琪娜·挽昼	ドラキナ	Dracaene Sunbringer		437
draco_centauros	半龙人女	ドラコケンタウロス	Draco Centauros		699
dracule_mihawk	乔拉可尔·米霍克	ジュラキュール・ミホーク	Dracule Mihawk		844
dragonite	快龙	カイリュー	Dragonite		1864
dragoon_(final_fantasy)	龙骑士	竜騎士	Dragoon	最终幻想	415
dream_journey_(umamusume)	梦之旅	ドリームジャーニー(ウマ娘)	Dream Journey	闪耀!优俊少女	2472
drifloon	飘飘球	フワンテ	Drifloon		1390
drowzee	催眠貘	催眠貘	Drowzee		284
dsr-50_(girls'_frontline)	DSR-50(少女前线)	DSR-50(ドールズフロントライン)	Dsr-50	少女前线	792
dunkerque_(azur_lane)	敦刻尔克	敦刻爾克	Dunkerque	碧蓝航线	530
duramente_(umamusume)	大鸣大放	ドゥラメンテ（ウマ娘プリティーダービー）	Duramente	闪耀!优俊少女	786
durandal_(honkai_impact)	幽兰黛尔	デュランダル（honkai impact）	Durandal		1357
durandal_(umamusume)	杜兰达尔	デュランダル（ウマ娘プリティーダービー）	Durandal	闪耀!优俊少女	818
durga_(fate)	杜尔迦(Fate)	ドゥルガー（Fate）	Durga		362
durin_(genshin_impact)	杜林（原神）	杜林	Durin	原神	1929
dusk_(arknights)	夕	夕	Dusk	明日方舟	4151
ebenholz_(arknights)	黑键	エーベンホルツ(アークナイツ)	Ebenholz	明日方舟	564
ebina_nana	海老名菜菜	海老名ちゃん	Ebina Nana		393
ebisu_eika	戎璎花	戎瓔花	Ebisu Eika		707
ebisuzawa_kurumi	惠飞须泽胡桃	恵飛須沢胡桃	Ebisuzawa Kurumi		535
ebizuka_tomo	海老冢智	海老塚智	Ebizuka Tomo		1814
edelgard_von_hresvelg	艾黛尔贾特	エーデルガルト=フォン=フレスベルグ	Edelgard Von Hresvelg		5489
edelgard_von_hresvelg_(timeskip)	艾黛尔加特				1568
edgar_valden	艾格·瓦尔登	エドガー・ワルデン	Edgar Valden		384
